transaction_id,amount,currency,timestamp,counterparty
TXN0000115,14196.48,GBP,2026-01-05T06:00:00,Globex
TXN0000116,33643.06,EUR,2026-01-10T01:30:00,Globex
TXN0000117,1231.03,EUR,2026-01-22T14:58:00,Stark Industries
TXN0000118,42488.39,USD,2026-01-21T17:26:00,Umbrella Ltd
TXN0000119,44307.98,EUR,2026-01-18T11:24:00,Umbrella Ltd
TXN0000120,19988.65,EUR,2026-01-30T20:35:00,Wayne Enterprises
TXN0000121,287.19,USD,2026-01-20T08:22:00,Globex
TXN0000122,8802.58,INR,2026-01-03T06:51:00,Stark Industries
TXN0000123,12467.42,USD,2026-01-21T18:34:00,Globex
TXN0000124,40072.82,GBP,2026-01-21T03:24:00,Stark Industries
TXN0000125,40752.18,INR,2026-01-25T22:25:00,Umbrella Ltd
TXN0000126,44861.43,INR,2026-01-21T11:35:00,Initech
TXN0000127,37591.32,GBP,2026-01-24T17:23:00,Umbrella Ltd
TXN0000128,31341.15,GBP,2026-01-21T00:27:00,Acme Corp
TXN0000129,35680.11,EUR,2026-01-13T08:47:00,Initech
TXN0000130,15992.28,USD,2026-01-07T07:08:00,Globex
TXN0000131,11570.76,EUR,2026-01-10T17:41:00,Acme Corp
TXN0000132,20749.25,GBP,2026-01-25T16:40:00,Umbrella Ltd
TXN0000133,20794.55,EUR,2026-01-20T02:54:00,Umbrella Ltd
TXN0000134,45242.88,USD,2026-01-27T04:48:00,Umbrella Ltd
TXN0000135,23854.22,GBP,2026-01-14T14:09:00,Umbrella Ltd
TXN0000136,42673.86,INR,2026-01-25T11:52:00,Wayne Enterprises
TXN0000137,36734.36,EUR,2026-01-23T05:16:00,Globex
TXN0000138,13654.04,INR,2026-01-02T07:42:00,Umbrella Ltd
TXN0000139,16813.12,INR,2026-01-08T12:16:00,Umbrella Ltd
TXN0000140,45977.89,USD,2026-01-18T22:22:00,Stark Industries
TXN0000141,28223.96,USD,2026-01-04T19:41:00,Wayne Enterprises
TXN0000142,21436.35,INR,2026-01-09T06:29:00,Acme Corp
TXN0000143,13015.21,GBP,2026-01-10T15:11:00,Umbrella Ltd
TXN0000144,16349.02,INR,2026-01-13T15:55:00,Umbrella Ltd
TXN0000145,12621.05,USD,2026-01-22T09:42:00,Acme Corp
TXN0000146,37453.72,USD,2026-01-16T22:15:00,Globex
TXN0000147,32510.7,USD,2026-01-02T09:53:00,Globex
TXN0000148,9976.04,USD,2026-01-29T06:39:00,Globex
TXN0000149,11934.86,INR,2026-01-06T04:56:00,Stark Industries
TXN0000150,47388.37,INR,2026-01-12T15:53:00,Initech
TXN0000151,8397.78,USD,2026-01-08T10:52:00,Initech
TXN0000152,5413.86,USD,2026-01-15T04:44:00,Stark Industries
TXN0000153,33870.59,INR,2026-01-19T01:15:00,Wayne Enterprises
TXN0000154,9924.51,EUR,2026-01-05T15:18:00,Wayne Enterprises
TXN0000155,38626.32,USD,2026-01-26T18:08:00,Acme Corp
TXN0000156,17366.72,INR,2026-01-17T20:45:00,Acme Corp
TXN0000157,25302.98,GBP,2026-01-01T13:49:00,Umbrella Ltd
TXN0000158,41118.32,USD,2026-01-20T17:31:00,Initech
TXN0000159,31782.9,INR,2026-01-07T23:06:00,Umbrella Ltd
TXN0000160,8815.09,GBP,2026-01-29T00:44:00,Stark Industries
TXN0000161,38734.33,INR,2026-01-20T19:45:00,Wayne Enterprises
TXN0000162,29627.81,GBP,2026-01-12T04:08:00,Acme Corp
TXN0000163,13953.62,INR,2026-01-12T02:21:00,Umbrella Ltd
TXN0000164,28496.78,INR,2026-01-16T07:26:00,Acme Corp
TXN0000165,24720.38,GBP,2026-01-09T06:37:00,Umbrella Ltd
TXN0000166,10613.87,GBP,2026-01-16T11:44:00,Initech
TXN0000167,44017.2,GBP,2026-01-26T07:04:00,Acme Corp
TXN0000168,25836.2,EUR,2026-01-04T21:30:00,Globex
TXN0000169,36006.53,INR,2026-01-26T06:24:00,Globex
TXN0000170,34533.56,INR,2026-01-21T09:31:00,Acme Corp
TXN0000171,4661.74,EUR,2026-01-19T09:42:00,Wayne Enterprises
TXN0000172,12172.83,GBP,2026-01-22T12:55:00,Stark Industries
TXN0000173,26550.79,INR,2026-01-26T01:10:00,Initech
TXN0000174,17597.01,INR,2026-01-13T07:54:00,Initech
TXN0000175,12577.67,USD,2026-01-09T18:21:00,Initech
TXN0000176,5986.54,EUR,2026-01-09T17:12:00,Globex
TXN0000177,36932.85,GBP,2026-01-27T19:59:00,Stark Industries
TXN0000178,29843.57,USD,2026-01-09T20:01:00,Initech
TXN0000179,11381.88,EUR,2026-01-14T18:09:00,Acme Corp
TXN0000180,35403.84,EUR,2026-01-13T11:37:00,Acme Corp
TXN0000181,48715.0,GBP,2026-01-06T17:55:00,Wayne Enterprises
TXN0000182,43424.38,INR,2026-01-05T16:03:00,Acme Corp
TXN0000183,28707.47,INR,2026-01-22T18:53:00,Umbrella Ltd
TXN0000184,17041.89,USD,2026-01-12T11:46:00,Umbrella Ltd
TXN0000185,5713.22,USD,2026-01-19T05:40:00,Umbrella Ltd
TXN0000186,3713.37,USD,2026-01-07T21:43:00,Globex
TXN0000187,40558.99,GBP,2026-01-04T21:02:00,Globex
TXN0000188,5931.39,INR,2026-01-28T14:15:00,Stark Industries
TXN0000189,39539.13,EUR,2026-01-24T18:47:00,Umbrella Ltd
TXN0000190,22531.22,INR,2026-01-14T12:47:00,Stark Industries
TXN0000191,49501.66,GBP,2026-01-26T21:05:00,Stark Industries
TXN0000192,3020.91,USD,2026-01-10T10:57:00,Wayne Enterprises
TXN0000193,10559.15,USD,2026-01-08T03:32:00,Globex
TXN0000194,8698.94,USD,2026-01-08T02:58:00,Acme Corp
TXN0000195,20431.79,INR,2026-01-14T06:07:00,Acme Corp
TXN0000196,11581.5,GBP,2026-01-21T15:55:00,Acme Corp
TXN0000197,34372.37,GBP,2026-01-29T10:43:00,Stark Industries
TXN0000198,33062.54,EUR,2026-01-20T08:21:00,Acme Corp
TXN0000199,27232.67,EUR,2026-01-13T02:08:00,Globex
TXN0000200,3579.78,EUR,2026-01-14T23:59:00,Stark Industries
TXN0000201,37450.4,GBP,2026-01-20T23:40:00,Acme Corp
TXN0000202,23440.21,GBP,2026-01-19T07:38:00,Initech
TXN0000203,25028.6,INR,2026-01-20T22:08:00,Acme Corp
TXN0000204,29905.85,INR,2026-01-15T16:03:00,Stark Industries
TXN0000205,12525.89,USD,2026-01-11T10:02:00,Wayne Enterprises
TXN0000206,41799.57,USD,2026-01-13T06:22:00,Stark Industries
TXN0000207,2021.18,EUR,2026-01-22T09:54:00,Stark Industries
TXN0000208,32578.96,GBP,2026-01-09T06:14:00,Stark Industries
TXN0000209,21799.89,INR,2026-01-05T03:39:00,Umbrella Ltd
TXN0000210,17404.57,GBP,2026-01-15T14:40:00,Wayne Enterprises
TXN0000211,5238.95,EUR,2026-01-16T00:14:00,Umbrella Ltd
TXN0000212,34686.75,GBP,2026-01-19T05:24:00,Stark Industries
TXN0000213,1844.49,USD,2026-01-15T07:32:00,Initech
TXN0000214,16170.46,INR,2026-01-24T10:04:00,Acme Corp
TXN0000215,32886.44,INR,2026-01-19T19:22:00,Acme Corp
TXN0000216,9387.25,GBP,2026-01-29T08:04:00,Umbrella Ltd
TXN0000217,31274.18,USD,2026-01-10T06:20:00,Initech
TXN0000218,27465.49,GBP,2026-01-20T22:32:00,Wayne Enterprises
TXN0000219,24240.74,USD,2026-01-29T16:09:00,Stark Industries
TXN0000220,39967.69,EUR,2026-01-15T03:25:00,Stark Industries
TXN0000221,693.59,INR,2026-01-05T05:48:00,Globex
TXN0000222,49612.93,USD,2026-01-22T00:01:00,Acme Corp
TXN0000223,32389.01,EUR,2026-01-23T16:21:00,Wayne Enterprises
TXN0000224,14600.16,GBP,2026-01-19T21:49:00,Umbrella Ltd
TXN0000225,49012.43,EUR,2026-01-21T18:55:00,Stark Industries
TXN0000226,7240.65,EUR,2026-01-28T06:40:00,Stark Industries
TXN0000227,37317.16,EUR,2026-01-04T04:15:00,Initech
TXN0000228,38636.03,INR,2026-01-16T11:14:00,Stark Industries
TXN0000229,13365.96,USD,2026-01-13T20:56:00,Wayne Enterprises
TXN0000230,14934.81,INR,2026-01-07T18:18:00,Umbrella Ltd
TXN0000231,26933.64,GBP,2026-01-16T03:06:00,Stark Industries
TXN0000232,38146.01,INR,2026-01-21T17:21:00,Initech
TXN0000233,43481.39,EUR,2026-01-27T00:33:00,Umbrella Ltd
TXN0000234,11685.79,INR,2026-01-02T23:40:00,Initech
TXN0000235,37237.81,INR,2026-01-18T13:42:00,Wayne Enterprises
TXN0000236,39621.76,EUR,2026-01-23T13:01:00,Acme Corp
TXN0000237,6321.05,GBP,2026-01-05T13:37:00,Umbrella Ltd
TXN0000238,4994.59,INR,2026-01-01T16:45:00,Wayne Enterprises
TXN0000239,7216.33,EUR,2026-01-04T09:43:00,Umbrella Ltd
TXN0000240,39078.45,GBP,2026-01-16T09:47:00,Stark Industries
TXN0000241,34638.3,USD,2026-01-15T22:52:00,Wayne Enterprises
TXN0000242,42968.52,INR,2026-01-15T09:52:00,Wayne Enterprises
TXN0000243,35938.68,INR,2026-01-25T14:56:00,Acme Corp
TXN0000244,30876.8,EUR,2026-01-29T17:23:00,Wayne Enterprises
TXN0000245,46047.25,EUR,2026-01-05T02:43:00,Umbrella Ltd
TXN0000246,48917.1,USD,2026-01-21T04:36:00,Globex
TXN0000247,34703.12,USD,2026-01-03T02:14:00,Initech
TXN0000248,39809.21,GBP,2026-01-17T07:32:00,Initech
TXN0000249,21540.03,EUR,2026-01-25T04:10:00,Umbrella Ltd
TXN0000250,28300.74,EUR,2026-01-08T17:40:00,Globex
TXN0000251,3957.63,INR,2026-01-29T04:53:00,Wayne Enterprises
TXN0000252,12049.08,EUR,2026-01-11T13:36:00,Umbrella Ltd
TXN0000253,31898.85,INR,2026-01-12T14:53:00,Wayne Enterprises
TXN0000254,479.78,INR,2026-01-14T02:10:00,Wayne Enterprises
TXN0000255,27334.44,USD,2026-01-21T02:29:00,Initech
TXN0000256,49382.71,GBP,2026-01-30T01:53:00,Umbrella Ltd
TXN0000257,34518.77,INR,2026-01-14T17:59:00,Globex
TXN0000258,49968.68,INR,2026-01-05T20:29:00,Globex
TXN0000259,19074.4,GBP,2026-01-27T03:50:00,Initech
TXN0000260,49634.68,GBP,2026-01-01T23:57:00,Wayne Enterprises
TXN0000261,19796.33,USD,2026-01-26T18:08:00,Wayne Enterprises
TXN0000262,38917.8,USD,2026-01-28T14:21:00,Wayne Enterprises
TXN0000263,24841.4,GBP,2026-01-11T11:21:00,Stark Industries
TXN0000264,40098.58,EUR,2026-01-29T23:21:00,Globex
TXN0000265,31048.35,EUR,2026-01-29T14:12:00,Acme Corp
TXN0000266,45171.15,USD,2026-01-15T01:26:00,Umbrella Ltd
TXN0000267,1677.89,GBP,2026-01-06T23:32:00,Acme Corp
TXN0000268,45482.29,GBP,2026-01-19T21:50:00,Globex
TXN0000269,10047.73,GBP,2026-01-25T03:49:00,Stark Industries
TXN0000270,45675.21,EUR,2026-01-12T16:40:00,Umbrella Ltd
TXN0000271,48369.53,GBP,2026-01-16T09:58:00,Acme Corp
TXN0000272,23421.89,USD,2026-01-07T09:44:00,Globex
TXN0000273,43008.43,INR,2026-01-26T08:44:00,Initech
TXN0000274,4524.24,INR,2026-01-01T15:12:00,Initech
TXN0000275,26833.25,INR,2026-01-17T18:35:00,Wayne Enterprises
TXN0000276,37453.09,GBP,2026-01-27T14:29:00,Umbrella Ltd
TXN0000277,41122.64,GBP,2026-01-05T22:20:00,Wayne Enterprises
TXN0000278,11698.76,USD,2026-01-29T04:42:00,Stark Industries
TXN0000279,16407.03,EUR,2026-01-30T11:24:00,Acme Corp
TXN0000280,31773.84,INR,2026-01-14T18:04:00,Wayne Enterprises
TXN0000281,20420.71,EUR,2026-01-03T01:31:00,Acme Corp
TXN0000282,15225.19,INR,2026-01-06T06:50:00,Acme Corp
TXN0000283,11747.65,EUR,2026-01-18T16:30:00,Umbrella Ltd
TXN0000284,18556.87,INR,2026-01-27T17:31:00,Wayne Enterprises
TXN0000285,36332.69,INR,2026-01-30T19:20:00,Acme Corp
TXN0000286,41686.32,INR,2026-01-13T17:33:00,Acme Corp
TXN0000287,34517.13,EUR,2026-01-21T04:17:00,Umbrella Ltd
TXN0000288,47528.25,GBP,2026-01-05T12:31:00,Wayne Enterprises
TXN0000289,18373.07,GBP,2026-01-03T18:08:00,Umbrella Ltd
TXN0000290,13801.31,USD,2026-01-21T16:40:00,Acme Corp
TXN0000291,33141.81,USD,2026-01-03T07:14:00,Initech
TXN0000292,12186.01,EUR,2026-01-26T16:40:00,Globex
TXN0000293,3439.82,EUR,2026-01-27T16:29:00,Globex
TXN0000294,40654.52,EUR,2026-01-15T22:52:00,Globex
TXN0000295,39434.3,USD,2026-01-13T14:51:00,Globex
TXN0000296,49376.49,GBP,2026-01-08T22:35:00,Acme Corp
TXN0000297,33056.27,USD,2026-01-06T23:57:00,Acme Corp
TXN0000298,17918.53,EUR,2026-01-27T19:11:00,Initech
TXN0000299,798.9,GBP,2026-01-03T09:14:00,Globex
TXN0000300,37088.49,USD,2026-01-03T21:25:00,Umbrella Ltd
TXN0000301,22419.28,GBP,2026-01-24T08:35:00,Stark Industries
TXN0000302,5461.61,EUR,2026-01-28T23:51:00,Acme Corp
TXN0000303,36364.88,GBP,2026-01-21T20:18:00,Wayne Enterprises
TXN0000304,48201.67,USD,2026-01-22T19:10:00,Umbrella Ltd
TXN0000305,21319.42,USD,2026-01-23T07:30:00,Wayne Enterprises
TXN0000306,45485.94,USD,2026-01-04T16:14:00,Initech
TXN0000307,30418.79,USD,2026-01-06T17:50:00,Initech
TXN0000308,31219.63,GBP,2026-01-18T08:02:00,Stark Industries
TXN0000309,26532.54,INR,2026-01-24T00:11:00,Stark Industries
TXN0000310,21515.66,USD,2026-01-30T19:07:00,Wayne Enterprises
TXN0000311,43886.53,EUR,2026-01-20T13:45:00,Umbrella Ltd
TXN0000312,44405.67,INR,2026-01-16T10:12:00,Umbrella Ltd
TXN0000313,19942.52,USD,2026-01-15T05:23:00,Umbrella Ltd
TXN0000314,15633.05,GBP,2026-01-18T00:50:00,Globex
TXN0000315,34344.18,INR,2026-01-04T01:19:00,Acme Corp
TXN0000316,41590.28,USD,2026-01-20T15:43:00,Acme Corp
TXN0000317,37232.0,GBP,2026-01-06T22:07:00,Stark Industries
TXN0000318,3008.45,GBP,2026-01-06T13:30:00,Umbrella Ltd
TXN0000319,17686.37,INR,2026-01-03T08:11:00,Initech
TXN0000320,30024.5,GBP,2026-01-05T17:09:00,Stark Industries
TXN0000321,25375.55,EUR,2026-01-30T21:19:00,Umbrella Ltd
TXN0000322,11220.0,USD,2026-01-16T22:25:00,Stark Industries
TXN0000323,18384.38,GBP,2026-01-27T03:04:00,Globex
TXN0000324,40363.0,USD,2026-01-28T17:11:00,Wayne Enterprises
TXN0000325,41474.74,GBP,2026-01-02T07:37:00,Globex
TXN0000326,13670.79,GBP,2026-01-16T11:10:00,Initech
TXN0000327,315.23,EUR,2026-01-26T18:34:00,Wayne Enterprises
TXN0000328,20045.21,EUR,2026-01-29T19:35:00,Acme Corp
TXN0000329,4596.97,EUR,2026-01-18T02:54:00,Umbrella Ltd
TXN0000330,22687.75,EUR,2026-01-17T20:11:00,Initech
TXN0000331,36082.58,USD,2026-01-03T09:27:00,Globex
TXN0000332,7878.92,USD,2026-01-04T17:06:00,Initech
TXN0000333,22161.22,INR,2026-01-23T02:28:00,Stark Industries
TXN0000334,22107.79,GBP,2026-01-10T19:27:00,Stark Industries
TXN0000335,5699.74,INR,2026-01-06T01:07:00,Initech
TXN0000336,33914.11,INR,2026-01-24T23:33:00,Wayne Enterprises
TXN0000337,15427.89,EUR,2026-01-18T23:43:00,Stark Industries
TXN0000338,2748.55,EUR,2026-01-14T17:13:00,Globex
TXN0000339,38369.8,GBP,2026-01-14T04:09:00,Initech
TXN0000340,6008.02,INR,2026-01-20T14:23:00,Globex
TXN0000341,6467.99,EUR,2026-01-23T18:25:00,Stark Industries
TXN0000342,41669.38,GBP,2026-01-04T06:43:00,Umbrella Ltd
TXN0000343,43089.6,USD,2026-01-20T20:28:00,Acme Corp
TXN0000344,22993.11,USD,2026-01-15T05:56:00,Stark Industries
TXN0000345,21469.92,INR,2026-01-30T03:12:00,Umbrella Ltd
TXN0000346,14482.87,INR,2026-01-01T22:46:00,Initech
TXN0000347,8601.94,INR,2026-01-17T11:14:00,Acme Corp
TXN0000348,21841.22,USD,2026-01-12T01:45:00,Umbrella Ltd
TXN0000349,29447.68,USD,2026-01-19T00:16:00,Initech
TXN0000350,37292.78,EUR,2026-01-16T03:47:00,Globex
TXN0000351,3828.21,USD,2026-01-25T03:33:00,Stark Industries
TXN0000352,9703.25,GBP,2026-01-16T23:29:00,Wayne Enterprises
TXN0000353,47911.59,EUR,2026-01-11T18:04:00,Acme Corp
TXN0000354,7330.75,EUR,2026-01-08T21:30:00,Stark Industries
TXN0000355,7651.96,USD,2026-01-09T01:29:00,Wayne Enterprises
TXN0000356,24710.91,INR,2026-01-26T16:34:00,Wayne Enterprises
TXN0000357,31768.56,GBP,2026-01-29T13:05:00,Initech
TXN0000358,7556.36,USD,2026-01-22T08:11:00,Umbrella Ltd
TXN0000359,31572.94,GBP,2026-01-27T21:59:00,Acme Corp
TXN0000360,17603.59,USD,2026-01-15T03:02:00,Umbrella Ltd
TXN0000361,22601.17,USD,2026-01-17T18:45:00,Initech
TXN0000362,3845.78,USD,2026-01-28T23:45:00,Stark Industries
TXN0000363,25358.32,INR,2026-01-27T09:52:00,Stark Industries
TXN0000364,47712.03,USD,2026-01-21T11:13:00,Stark Industries
TXN0000365,32595.35,GBP,2026-01-28T12:49:00,Umbrella Ltd
TXN0000366,25073.35,USD,2026-01-21T12:05:00,Acme Corp
TXN0000367,40550.23,GBP,2026-01-04T20:06:00,Stark Industries
TXN0000368,32309.89,USD,2026-01-12T06:36:00,Wayne Enterprises
TXN0000369,21893.54,INR,2026-01-24T20:25:00,Stark Industries
TXN0000370,30494.17,GBP,2026-01-17T23:15:00,Initech
TXN0000371,19376.95,GBP,2026-01-28T05:03:00,Acme Corp
TXN0000372,39463.45,GBP,2026-01-03T23:59:00,Initech
TXN0000373,4734.35,INR,2026-01-13T22:21:00,Initech
TXN0000374,36189.45,EUR,2026-01-16T04:07:00,Acme Corp
TXN0000375,29141.15,EUR,2026-01-16T22:05:00,Initech
TXN0000376,48385.15,INR,2026-01-06T20:50:00,Stark Industries
TXN0000377,35444.61,USD,2026-01-15T02:08:00,Stark Industries
TXN0000378,18840.2,GBP,2026-01-06T19:35:00,Wayne Enterprises
TXN0000379,35144.52,USD,2026-01-30T09:37:00,Wayne Enterprises
TXN0000380,21176.08,GBP,2026-01-01T19:54:00,Initech
TXN0000381,15450.21,EUR,2026-01-16T13:15:00,Umbrella Ltd
TXN0000382,9608.34,EUR,2026-01-08T01:14:00,Acme Corp
TXN0000383,14796.65,USD,2026-01-24T02:31:00,Stark Industries
TXN0000384,41757.64,USD,2026-01-16T07:50:00,Stark Industries
TXN0000385,6561.14,INR,2026-01-08T00:29:00,Globex
TXN0000386,9050.49,EUR,2026-01-20T22:03:00,Acme Corp
TXN0000387,20548.82,EUR,2026-01-21T05:11:00,Stark Industries
TXN0000388,14253.55,INR,2026-01-11T15:35:00,Stark Industries
TXN0000389,11966.03,INR,2026-01-09T19:55:00,Initech
TXN0000390,33918.56,INR,2026-01-22T00:16:00,Initech
TXN0000391,38908.42,INR,2026-01-08T09:00:00,Globex
